ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
1	131	0	0	0.000000	2.832061	2.832061	0.000000	0.000000	0	0	0
2	1	4	2	0.000000	89.000000	40.000000	0.000000	0.000000	0	0	0
3	2	3	1	0.000000	80.000000	35.000000	0.000000	0.000000	0	0	0
4	1	1	1	0.000000	76.000000	34.000000	0.000000	0.000000	0	0	0
5	1	1	4	0.000000	82.000000	34.000000	0.000000	0.000000	0	0	0
6	1	3	3	0.000000	85.000000	41.000000	0.000000	0.000000	0	0	0
7	1	4	2	0.000000	79.000000	62.000000	0.000000	0.000000	0	0	0
8	1	6	1	0.000000	45.000000	33.000000	0.000000	0.000000	0	0	0
9	9	2	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
10	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
11	2	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
12	16	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
13	26	1	2	0.000000	1.076923	1.076923	0.000000	0.000000	0	0	0
14	2	2	1	0.000000	75.500000	20.000000	0.000000	0.000000	0	0	0
15	1	4	4	0.000000	66.000000	37.000000	0.000000	0.000000	0	0	0
16	2	2	1	0.000000	51.500000	24.000000	0.000000	0.000000	0	0	0
17	1	2	1	0.000000	49.000000	22.000000	0.000000	0.000000	0	0	0
18	1	3	1	0.000000	48.000000	22.000000	0.000000	0.000000	0	0	0
19	1	2	3	0.000000	49.000000	18.000000	0.000000	0.000000	0	0	0
20	1	3	3	0.000000	50.000000	14.000000	0.000000	0.000000	0	0	0
21	4	1	1	0.000000	34.000000	7.500000	0.000000	0.000000	0	0	0
22	1	1	2	0.000000	34.000000	6.000000	0.000000	0.000000	0	0	0
23	1	4	3	0.000000	45.000000	7.000000	0.000000	0.000000	0	0	0
24	1	2	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
25	2	1	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
26	1	1	2	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
27	1	2	2	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
28	1	2	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
29	2	1	2	0.000000	8.000000	3.500000	0.000000	0.000000	0	0	0
30	263	0	0	0.000000	1.688213	1.688213	0.000000	0.000000	0	0	0
31	91	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
32	58	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
33	130	0	0	0.000000	1.346154	1.346154	0.000000	0.000000	0	0	0
34	137	0	0	0.000000	1.897810	1.897810	0.000000	0.000000	0	0	0
35	2	2	1	0.000000	4.500000	2.000000	0.000000	0.000000	0	0	0
36	11	2	1	0.000000	3.909091	1.909091	0.000000	0.000000	0	0	0
37	11	2	1	0.000000	4.727273	2.272727	0.000000	0.000000	0	0	0
38	42	1	3	0.000000	3.071429	2.547619	0.000000	0.000000	0	0	0
39	197	0	0	0.000000	1.918782	1.918782	0.000000	0.000000	0	0	0
40	74	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
41	1	1	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
42	255	0	0	0.000000	1.811765	1.811765	0.000000	0.000000	0	0	0
43	100	2	0	0.000000	1.600000	1.600000	0.000000	0.000000	0	0	0
44	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
45	94	0	2	0.000000	2.223404	2.223404	0.000000	0.000000	0	0	0
46	110	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
47	130	0	0	0.000000	1.161538	1.161538	0.000000	0.000000	0	0	0
48	1	2	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
49	1	2	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
50	3	2	1	0.000000	5.666667	5.666667	0.000000	0.000000	0	0	0
51	1	2	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
52	4	1	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
53	1	2	2	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
54	206	0	1	0.000000	1.257282	1.257282	0.000000	0.000000	0	0	0
55	48	1	0	0.000000	1.479167	1.479167	0.000000	0.000000	0	0	0
56	1	1	2	0.000000	18.000000	17.000000	0.000000	0.000000	0	0	0
57	2	3	2	0.000000	26.000000	25.000000	0.000000	0.000000	0	0	0
58	0	2	1	Inf	Inf	Inf	Inf	Inf	0	0	0
59	2	2	3	0.000000	10.000000	7.000000	0.000000	0.000000	0	0	0
60	2	3	1	0.000000	8.000000	5.000000	0.000000	0.000000	0	0	0
61	1	1	2	0.000000	41.000000	6.000000	0.000000	0.000000	0	0	0
62	5	1	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
63	3	2	2	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
64	44	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
65	211	0	0	0.000000	2.464455	2.464455	0.000000	0.000000	0	0	0
66	288	0	0	0.000000	1.354167	1.354167	0.000000	0.000000	0	0	0
67	51	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
68	145	0	0	0.000000	2.993103	2.993103	0.000000	0.000000	0	0	0
69	130	0	0	0.000000	1.638462	1.638462	0.000000	0.000000	0	0	0
70	130	0	0	0.000000	1.384615	1.384615	0.000000	0.000000	0	0	0
71	125	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
72	235	0	0	0.000000	1.106383	1.106383	0.000000	0.000000	0	0	0
73	153	0	0	0.000000	2.411765	2.411765	0.000000	0.000000	0	0	0
74	424	0	0	0.000000	1.429245	1.356132	0.000000	0.000000	0	0	0
75	10	2	1	0.000000	5.900000	5.900000	0.000000	0.000000	0	0	0
76	33	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
77	7	1	2	0.000000	4.571429	2.000000	0.000000	0.000000	0	0	0
78	4	2	2	0.000000	6.000000	5.000000	0.000000	0.000000	0	0	0
79	13	2	1	0.000000	6.230769	3.846154	0.000000	0.000000	0	0	0
80	2	1	1	0.000000	6.500000	2.000000	0.000000	0.000000	0	0	0
81	450	0	0	0.000000	1.366667	1.366667	0.000000	0.000000	0	0	0
82	118	0	0	0.000000	1.711864	1.533898	0.000000	0.000000	0	0	0
83	170	0	0	0.000000	2.111765	2.111765	0.000000	0.000000	0	0	0
84	238	0	0	0.000000	1.218487	1.218487	0.000000	0.000000	0	0	0
85	237	0	0	0.000000	1.215190	1.215190	0.000000	0.000000	0	0	0
86	317	0	0	0.000000	1.230284	1.230284	0.000000	0.000000	0	0	0
87	112	0	0	0.000000	1.812500	1.812500	0.000000	0.000000	0	0	0
88	146	0	0	0.000000	1.780822	1.780822	0.000000	0.000000	0	0	0
89	114	1	0	0.000000	1.315789	1.315789	0.000000	0.000000	0	0	0
90	47	0	2	0.000000	1.468085	1.468085	0.000000	0.000000	0	0	0
91	130	0	0	0.000000	1.269231	1.269231	0.000000	0.000000	0	0	0
92	101	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
93	82	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
94	203	0	0	0.000000	1.729064	1.729064	0.000000	0.000000	0	0	0
95	326	0	0	0.000000	1.819018	1.819018	0.000000	0.000000	0	0	0
96	130	0	0	0.000000	1.069231	1.069231	0.000000	0.000000	0	0	0
97	21	1	1	0.000000	1.428571	1.428571	0.000000	0.000000	0	0	0
98	1	1	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
99	1	2	5	0.000000	81.000000	32.000000	0.000000	0.000000	0	0	0
100	2	1	1	0.000000	6.000000	4.000000	0.000000	0.000000	0	0	0
101	3	4	3	0.000000	8.000000	5.000000	0.000000	0.000000	0	0	0
102	35	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
103	1	2	2	0.000000	38.000000	4.000000	0.000000	0.000000	0	0	0
104	1	3	2	0.000000	76.000000	20.000000	0.000000	0.000000	0	0	0
105	1	4	2	0.000000	78.000000	15.000000	0.000000	0.000000	0	0	0
106	283	0	0	0.000000	1.484099	1.484099	0.000000	0.000000	0	0	0
107	71	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
108	72	2	0	0.000000	3.500000	3.500000	0.000000	0.000000	0	0	0
109	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
110	61	0	2	0.000000	2.409836	2.409836	0.000000	0.000000	0	0	0
111	11	3	1	0.000000	15.818182	7.909091	0.000000	0.000000	0	0	0
112	3	2	1	0.000000	12.000000	8.000000	0.000000	0.000000	0	0	0
113	2	2	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
114	63	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
115	1	1	1	0.000000	14.000000	10.000000	0.000000	0.000000	0	0	0
116	4	1	1	0.000000	14.000000	10.000000	0.000000	0.000000	0	0	0
117	1	2	2	0.000000	13.000000	6.000000	0.000000	0.000000	0	0	0
118	36	2	1	0.000000	6.333333	3.916667	0.000000	0.000000	0	0	0
119	130	0	0	0.000000	1.661538	1.661538	0.000000	0.000000	0	0	0
120	366	0	0	0.000000	1.707650	1.707650	0.000000	0.000000	0	0	0
121	130	0	0	0.000000	1.276923	1.276923	0.000000	0.000000	0	0	0
122	173	0	0	0.000000	3.572254	2.780347	0.000000	0.000000	0	0	0
123	86	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
124	108	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
125	130	0	0	0.000000	1.984615	1.984615	0.000000	0.000000	0	0	0
126	1	1	1	0.000000	6.000000	2.000000	0.000000	0.000000	0	0	0
127	1	1	2	0.000000	9.000000	5.000000	0.000000	0.000000	0	0	0
128	1	1	3	0.000000	12.000000	8.000000	0.000000	0.000000	0	0	0
129	2	2	3	0.000000	16.000000	11.500000	0.000000	0.000000	0	0	0
130	2	2	1	0.000000	15.500000	4.500000	0.000000	0.000000	0	0	0
131	1	6	1	0.000000	53.000000	10.000000	0.000000	0.000000	0	0	0
132	1	2	2	0.000000	18.000000	7.000000	0.000000	0.000000	0	0	0
133	4	2	2	0.000000	16.500000	4.750000	0.000000	0.000000	0	0	0
134	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
135	1	1	2	0.000000	21.000000	16.000000	0.000000	0.000000	0	0	0
136	1	2	1	0.000000	21.000000	15.000000	0.000000	0.000000	0	0	0
137	4	2	1	0.000000	20.500000	15.000000	0.000000	0.000000	0	0	0
138	1	2	1	0.000000	20.000000	18.000000	0.000000	0.000000	0	0	0
139	1	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
140	2	4	1	0.000000	48.000000	7.000000	0.000000	0.000000	0	0	0
141	1	1	2	0.000000	33.000000	4.000000	0.000000	0.000000	0	0	0
142	1	2	5	0.000000	38.000000	4.000000	0.000000	0.000000	0	0	0
143	1	1	2	0.000000	40.000000	2.000000	0.000000	0.000000	0	0	0
144	1	1	2	0.000000	28.000000	28.000000	0.000000	0.000000	0	0	0
145	1	3	4	0.000000	94.000000	43.000000	0.000000	0.000000	0	0	0
146	1	3	2	0.000000	89.000000	40.000000	0.000000	0.000000	0	0	0
147	1	3	1	0.000000	87.000000	40.000000	0.000000	0.000000	0	0	0
148	1	3	3	0.000000	81.000000	19.000000	0.000000	0.000000	0	0	0
149	1	3	4	0.000000	82.000000	18.000000	0.000000	0.000000	0	0	0
150	1	4	1	0.000000	80.000000	17.000000	0.000000	0.000000	0	0	0
151	130	0	0	0.000000	1.638462	1.638462	0.000000	0.000000	0	0	0
152	16	1	2	0.000000	5.687500	3.187500	0.000000	0.000000	0	0	0
153	18	2	2	0.000000	6.833333	6.111111	0.000000	0.000000	0	0	0
154	2	2	1	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
155	27	2	1	0.000000	4.111111	3.814815	0.000000	0.000000	0	0	0
156	34	1	1	0.000000	2.823529	1.764706	0.000000	0.000000	0	0	0
157	3	2	2	0.000000	4.333333	3.666667	0.000000	0.000000	0	0	0
158	54	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
159	5	2	2	0.000000	2.800000	2.800000	0.000000	0.000000	0	0	0
160	75	1	1	0.000000	1.893333	1.893333	0.000000	0.000000	0	0	0
161	322	0	0	0.000000	1.211180	1.211180	0.000000	0.000000	0	0	0
162	4	2	2	0.000000	5.250000	5.250000	0.000000	0.000000	0	0	0
163	6	2	1	0.000000	6.666667	6.666667	0.000000	0.000000	0	0	0
164	5	2	1	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
165	4	2	1	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
166	1	2	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
167	59	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
168	6	2	2	0.000000	8.666667	3.000000	0.000000	0.000000	0	0	0
169	1	2	1	0.000000	10.000000	6.000000	0.000000	0.000000	0	0	0
170	10	2	1	0.000000	3.200000	3.000000	0.000000	0.000000	0	0	0
171	16	1	1	0.000000	1.625000	1.625000	0.000000	0.000000	0	0	0
172	61	1	1	0.000000	1.262295	1.262295	0.000000	0.000000	0	0	0
173	49	0	2	0.000000	1.204082	1.204082	0.000000	0.000000	0	0	0
174	1	3	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
175	1	1	3	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
176	66	2	2	0.000000	1.121212	1.121212	0.000000	0.000000	0	0	0
177	238	0	0	0.000000	1.491597	1.491597	0.000000	0.000000	0	0	0
178	1	4	1	0.000000	39.000000	4.000000	0.000000	0.000000	0	0	0
179	1	3	4	0.000000	46.000000	6.000000	0.000000	0.000000	0	0	0
180	1	1	2	0.000000	41.000000	6.000000	0.000000	0.000000	0	0	0
181	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
182	0	2	3	Inf	Inf	Inf	Inf	Inf	0	0	0
183	0	1	2	Inf	Inf	Inf	Inf	Inf	0	0	0
184	3	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
185	1	1	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
186	2	1	2	0.000000	3.500000	3.500000	0.000000	0.000000	0	0	0
187	1	2	2	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
188	28	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
189	1	1	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
190	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
191	4	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
192	2	1	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
193	2	2	2	0.000000	3.500000	3.500000	0.000000	0.000000	0	0	0
194	2	1	2	0.000000	2.500000	2.500000	0.000000	0.000000	0	0	0
195	64	1	2	0.000000	1.078125	1.078125	0.000000	0.000000	0	0	0
196	73	0	1	0.000000	1.753425	1.753425	0.000000	0.000000	0	0	0
197	1	2	3	0.000000	80.000000	22.000000	0.000000	0.000000	0	0	0
198	4	2	2	0.000000	10.000000	8.500000	0.000000	0.000000	0	0	0
199	38	2	1	0.000000	2.052632	2.052632	0.000000	0.000000	0	0	0
200	6	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
201	5	2	2	0.000000	3.800000	3.800000	0.000000	0.000000	0	0	0
202	33	1	1	0.000000	2.030303	2.030303	0.000000	0.000000	0	0	0
203	1	1	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
204	12	1	2	0.000000	3.916667	2.916667	0.000000	0.000000	0	0	0
205	9	1	1	0.000000	1.777778	1.777778	0.000000	0.000000	0	0	0
206	1	5	6	0.000000	92.000000	25.000000	0.000000	0.000000	0	0	0
207	1	4	1	0.000000	39.000000	12.000000	0.000000	0.000000	0	0	0
208	3	2	1	0.000000	34.666667	10.333333	0.000000	0.000000	0	0	0
209	1	1	4	0.000000	57.000000	26.000000	0.000000	0.000000	0	0	0
210	1	3	4	0.000000	61.000000	21.000000	0.000000	0.000000	0	0	0
211	1	2	4	0.000000	53.000000	15.000000	0.000000	0.000000	0	0	0
212	1	3	2	0.000000	57.000000	9.000000	0.000000	0.000000	0	0	0
213	0	2	1	Inf	Inf	Inf	Inf	Inf	0	0	0
214	1	1	1	0.000000	40.000000	6.000000	0.000000	0.000000	0	0	0
215	48	1	1	0.000000	1.937500	1.937500	0.000000	0.000000	0	0	0
216	179	0	0	0.000000	1.329609	1.106145	0.000000	0.000000	0	0	0
217	199	0	0	0.000000	1.718593	1.718593	0.000000	0.000000	0	0	0
218	90	0	0	0.000000	1.377778	1.377778	0.000000	0.000000	0	0	0
219	174	0	0	0.000000	1.385057	1.385057	0.000000	0.000000	0	0	0
220	167	1	0	0.000000	1.137725	1.137725	0.000000	0.000000	0	0	0
221	199	2	0	0.000000	2.025126	1.889447	0.000000	0.000000	0	0	0
222	27	1	1	0.000000	1.888889	1.888889	0.000000	0.000000	0	0	0
223	58	0	1	0.000000	1.034483	1.034483	0.000000	0.000000	0	0	0
224	76	2	0	0.000000	1.802632	1.802632	0.000000	0.000000	0	0	0
225	39	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
226	17	1	2	0.000000	3.058824	1.764706	0.000000	0.000000	0	0	0
227	3	1	2	0.000000	2.666667	2.666667	0.000000	0.000000	0	0	0
228	1	3	3	0.000000	29.000000	29.000000	0.000000	0.000000	0	0	0
229	1	2	2	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
230	1	2	3	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
231	1	2	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
232	2	2	1	0.000000	1.500000	1.500000	0.000000	0.000000	0	0	0
233	37	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
234	1	3	3	0.000000	79.000000	17.000000	0.000000	0.000000	0	0	0
235	1	3	3	0.000000	85.000000	32.000000	0.000000	0.000000	0	0	0
236	0	1	1	Inf	Inf	Inf	Inf	Inf	0	0	0
237	1	1	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
238	3	1	2	0.000000	4.333333	4.333333	0.000000	0.000000	0	0	0
239	1	2	2	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
240	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
241	79	0	2	0.000000	1.012658	1.012658	0.000000	0.000000	0	0	0
242	213	0	0	0.000000	1.220657	1.220657	0.000000	0.000000	0	0	0
243	126	0	0	0.000000	1.928571	1.928571	0.000000	0.000000	0	0	0
244	130	0	0	0.000000	1.784615	1.784615	0.000000	0.000000	0	0	0
245	77	2	0	0.000000	1.012987	1.012987	0.000000	0.000000	0	0	0
246	1	2	3	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
247	1	1	2	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
248	1	3	2	0.000000	9.000000	8.000000	0.000000	0.000000	0	0	0
249	1	3	1	0.000000	7.000000	6.000000	0.000000	0.000000	0	0	0
250	130	0	0	0.000000	1.269231	1.269231	0.000000	0.000000	0	0	0
251	141	0	0	0.000000	1.843972	1.843972	0.000000	0.000000	0	0	0
252	286	2	0	0.000000	1.699301	1.625874	0.000000	0.000000	0	0	0
253	83	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
254	130	0	0	0.000000	1.369231	1.369231	0.000000	0.000000	0	0	0
255	7	2	1	0.000000	2.000000	1.571429	0.000000	0.000000	0	0	0
256	14	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
257	27	1	2	0.000000	2.000000	1.481481	0.000000	0.000000	0	0	0
258	11	2	2	0.000000	3.272727	2.272727	0.000000	0.000000	0	0	0
259	1	3	1	0.000000	92.000000	21.000000	0.000000	0.000000	0	0	0
260	1	2	3	0.000000	93.000000	18.000000	0.000000	0.000000	0	0	0
261	1	2	3	0.000000	93.000000	22.000000	0.000000	0.000000	0	0	0
262	1	6	3	0.000000	90.000000	20.000000	0.000000	0.000000	0	0	0
263	1	1	3	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
264	1	2	2	0.000000	9.000000	9.000000	0.000000	0.000000	0	0	0
265	100	0	1	0.000000	1.160000	1.160000	0.000000	0.000000	0	0	0
266	16	1	1	0.000000	1.062500	1.062500	0.000000	0.000000	0	0	0
267	2	1	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
268	1	1	2	0.000000	9.000000	4.000000	0.000000	0.000000	0	0	0
269	2	1	2	0.000000	10.000000	5.000000	0.000000	0.000000	0	0	0
270	14	1	3	0.000000	11.714286	5.785714	0.000000	0.000000	0	0	0
271	114	1	1	0.000000	2.149123	1.543860	0.000000	0.000000	0	0	0
272	1	1	4	0.000000	105.000000	83.000000	0.000000	0.000000	0	0	0
273	1	2	2	0.000000	103.000000	81.000000	0.000000	0.000000	0	0	0
274	1	2	2	0.000000	107.000000	82.000000	0.000000	0.000000	0	0	0
275	1	2	1	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
276	109	0	1	0.000000	2.532110	2.339450	0.000000	0.000000	0	0	0
277	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
278	0	2	2	Inf	Inf	Inf	Inf	Inf	0	0	0
279	19	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
280	130	0	0	0.000000	3.369231	3.369231	0.000000	0.000000	0	0	0
281	130	0	0	0.000000	1.692308	1.692308	0.000000	0.000000	0	0	0
282	25	1	1	0.000000	1.120000	1.120000	0.000000	0.000000	0	0	0
283	5	1	2	0.000000	2.200000	2.200000	0.000000	0.000000	0	0	0
284	130	0	0	0.000000	1.153846	1.153846	0.000000	0.000000	0	0	0
285	82	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
286	4	1	1	0.000000	3.000000	2.000000	0.000000	0.000000	0	0	0
287	7	1	2	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
288	1	1	2	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
289	4	2	3	0.000000	17.250000	15.750000	0.000000	0.000000	0	0	0
290	3	2	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	0	0
291	207	0	1	0.000000	1.217391	1.217391	0.000000	0.000000	0	0	0
292	175	0	0	0.000000	1.485714	1.485714	0.000000	0.000000	0	0	0
293	219	0	0	0.000000	1.187215	1.187215	0.000000	0.000000	0	0	0
294	179	0	0	0.000000	2.765363	2.765363	0.000000	0.000000	0	0	0
295	130	0	0	0.000000	1.938462	1.938462	0.000000	0.000000	0	0	0
296	130	0	0	0.000000	1.953846	1.792308	0.000000	0.000000	0	0	0
297	180	0	0	0.000000	1.444444	1.444444	0.000000	0.000000	0	0	0
298	122	1	0	0.000000	2.049180	2.049180	0.000000	0.000000	0	0	0
299	1	3	3	0.000000	7.000000	7.000000	0.000000	0.000000	0	0	0
300	1	2	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
301	85	0	1	0.000000	1.576471	1.576471	0.000000	0.000000	0	0	0
302	50	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
303	3	1	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
304	2	2	2	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
305	4	2	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
306	30	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
307	0	2	1	Inf	Inf	Inf	Inf	Inf	0	0	0
308	0	1	2	Inf	Inf	Inf	Inf	Inf	0	0	0
309	0	2	4	Inf	Inf	Inf	Inf	Inf	0	0	0
310	1	2	2	0.000000	84.000000	16.000000	0.000000	0.000000	0	0	0
311	1	3	2	0.000000	83.000000	16.000000	0.000000	0.000000	0	0	0
312	1	1	1	0.000000	78.000000	18.000000	0.000000	0.000000	0	0	0
313	1	4	2	0.000000	97.000000	29.000000	0.000000	0.000000	0	0	0
314	1	2	1	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
315	20	1	1	0.000000	1.250000	1.250000	0.000000	0.000000	0	0	0
316	2	1	2	0.000000	3.500000	3.500000	0.000000	0.000000	0	0	0
317	3	2	2	0.000000	7.666667	6.666667	0.000000	0.000000	0	0	0
318	130	0	0	0.000000	1.400000	1.400000	0.000000	0.000000	0	0	0
319	81	0	0	0.000000	1.580247	1.296296	0.000000	0.000000	0	0	0
320	215	0	0	0.000000	1.209302	1.209302	0.000000	0.000000	0	0	0
321	2	1	1	0.000000	8.500000	2.000000	0.000000	0.000000	0	0	0
322	2	2	2	0.000000	12.000000	6.000000	0.000000	0.000000	0	0	0
323	1	2	1	0.000000	11.000000	5.000000	0.000000	0.000000	0	0	0
324	2	1	2	0.000000	9.000000	3.000000	0.000000	0.000000	0	0	0
325	6	2	2	0.000000	10.000000	4.166667	0.000000	0.000000	0	0	0
326	2	2	2	0.000000	9.000000	5.500000	0.000000	0.000000	0	0	0
327	30	1	1	0.000000	1.900000	1.900000	0.000000	0.000000	0	0	0
328	1	1	2	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
329	2	2	2	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
330	55	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
331	148	0	0	0.000000	1.756757	1.756757	0.000000	0.000000	0	0	0
332	36	2	1	0.000000	1.722222	1.722222	0.000000	0.000000	0	0	0
333	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
334	14	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
335	41	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
336	2	1	2	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
337	1	1	2	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
338	1	3	6	0.000000	46.000000	11.000000	0.000000	0.000000	0	0	0
339	0	3	2	Inf	Inf	Inf	Inf	Inf	0	0	0
340	0	3	2	Inf	Inf	Inf	Inf	Inf	0	0	0
341	3	1	1	0.000000	32.333333	2.000000	0.000000	0.000000	0	0	0
342	1	2	3	0.000000	26.000000	4.000000	0.000000	0.000000	0	0	0
343	1	1	4	0.000000	75.000000	5.000000	0.000000	0.000000	0	0	0
344	130	0	0	0.000000	1.346154	1.346154	0.000000	0.000000	0	0	0
345	196	0	0	0.000000	1.433673	1.433673	0.000000	0.000000	0	0	0
346	259	0	0	0.000000	1.482625	1.482625	0.000000	0.000000	0	0	0
347	130	0	0	0.000000	1.807692	1.807692	0.000000	0.000000	0	0	0
348	1	1	2	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
349	1	3	3	0.000000	7.000000	7.000000	0.000000	0.000000	0	0	0
350	1	2	3	0.000000	34.000000	34.000000	0.000000	0.000000	0	0	0
351	1	3	4	0.000000	304.000000	304.000000	0.000000	0.000000	0	0	0
352	1	3	4	0.000000	49.000000	49.000000	0.000000	0.000000	0	0	0
353	1	3	3	0.000000	50.000000	44.000000	0.000000	0.000000	0	0	0
354	1	2	3	0.000000	46.000000	44.000000	0.000000	0.000000	0	0	0
355	1	2	2	0.000000	48.000000	46.000000	0.000000	0.000000	0	0	0
356	18	1	1	0.000000	2.166667	1.555556	0.000000	0.000000	0	0	0
357	1	2	1	0.000000	8.000000	4.000000	0.000000	0.000000	0	0	0
358	1	2	1	0.000000	7.000000	4.000000	0.000000	0.000000	0	0	0
