"MCL1.DG_BC2CTUACXX_ACTTGA_L002_R1","MCL1.DH_BC2CTUACXX_CAGATC_L002_R1","MCL1.DI_BC2CTUACXX_ACAGTG_L002_R1","MCL1.DJ_BC2CTUACXX_CGATGT_L002_R1","MCL1.DK_BC2CTUACXX_TTAGGC_L002_R1","MCL1.DL_BC2CTUACXX_ATCACG_L002_R1","MCL1.LA_BC2CTUACXX_GATCAG_L001_R1","MCL1.LB_BC2CTUACXX_TGACCA_L001_R1","MCL1.LC_BC2CTUACXX_GCCAAT_L001_R1","MCL1.LD_BC2CTUACXX_GGCTAC_L001_R1","MCL1.LE_BC2CTUACXX_TAGCTT_L001_R1","MCL1.LF_BC2CTUACXX_CTTGTA_L001_R1"
4.08051721160088,3.9868434721238,4.47976275378216,4.36657100424406,5.05079374373292,4.90399329485679,4.34105272134749,4.19570078940476,3.83447947005575,3.71218534202996,3.2218037945735,3.26482975220112
8.31617229693602,7.32384017513251,7.18535524104728,7.40843317620933,7.35487272131635,7.57691160221517,7.10576356340607,7.22023820983279,6.67293881133908,6.33737416854669,5.70551533880515,5.82078118857943
-1.80159912372906,-1.81108701236579,-1.79821710375874,-1.62905631469296,-2,-1.8547988499263,-2,-2,-1.78030694309071,-2,-2,-2
4.67508689281034,4.68045423988108,5.10064747313422,4.00156942131711,3.91526169217568,4.31595053465369,4.24134335365618,4.37112025910328,4.56793296990949,4.6480308955186,4.78088128633506,4.8170412449735
2.45511862451071,1.76389778452417,3.24062131733103,2.6769728386669,2.25142541925055,1.52431882571576,3.22069371620169,3.47803891164863,4.68487478447565,4.55628797796464,4.3507423971488,3.96526544431201
2.20414734977036,1.79557308732491,2.0942661142528,2.05666426618808,1.58866565975331,0.52184974231136,0.178587157028579,-0.00981534961798316,0.129694741311017,0.151347585481951,0.13922457530001,0.350633510497756
-1.69794044857189,-1.72029508392908,-0.350603494036065,-0.593077718162976,-0.700620441417244,-1.00687851054369,-1.85428322669613,-1.85753639666218,-1.89688499142613,-1.89571210417105,-2,-1.86379549215653
0.976547820538377,2.04442853758063,1.50390935156133,2.00759856049203,0.775265646359609,0.46262065862037,-1.30422079118713,-1.61896485647988,-1.83898227677927,-1.94044458757569,-1.88192878268875,-1.85428631498494
3.30296858750826,4.24315376186619,3.21177509979551,3.01511049446732,2.67471861422884,2.61725376920102,-1.05632843524794,-1.01911628995238,-1.66521409844767,-1.79455752440865,-1.89857522339961,-1.39988409824762
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-0.606180253153733,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4.61425026830231,4.64445803532536,4.57431388021347,3.89513699504896,4.10008403397511,4.92400458983606,4.48533677660656,4.62051867079452,1.72263826917941,0.426816810984991,0.911797843841602,0.605872326000004
-2,-2,-2,-2,-2,-1.97737297336087,-1.6038840154069,-1.41276632334339,-1.88181529764793,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-1.41388362099573,-2,-1.58750473727167,-2,-2,-2,-2,-2,-2,-2,-2,-1.4195075722377
5.1490319406188,4.92234313185005,4.561265768035,4.11042343419689,2.56819942564395,2.16447840064923,5.85319794683219,5.52008221436491,5.30329191752452,3.61012236402564,3.35846151233313,3.42119131752624
-2,-0.970000016659307,-1.66248573229244,-1.59024003380286,-2,-2,-1.53938774554179,-1.2488924632654,-2,-2,-2,-2
1.05157306891545,1.10140854830458,0.938675171273418,0.724708571291614,0.889235727267481,0.842960425682905,0.111058953384904,0.178361263633591,-1.66699551565021,-1.42417451868641,-1.87171760033427,-1.87799333836885
2.04837767200127,1.05272178803703,0.17538201043641,1.20049285283918,1.46302191270993,1.7896423912418,0.771321518311037,1.11846701595209,-1.18184184547623,-0.4611110036775,-1.13741716829017,-1.05083192692693
3.4362397445045,2.96229431817932,1.41330203251009,1.58771662121226,2.32558620448583,2.311529833677,2.97947310887615,2.82758952409401,2.24037683467768,2.26586380146287,1.89199387812996,1.89229698919578
2.16172618190552,2.89872888999999,2.80782481462609,2.42710641858401,2.13256640406555,2.73948412847941,1.63405595803804,2.13269126373979,-0.735449824979548,0.572592479225604,-0.66925428983743,-0.977100991601952
-0.960687757465481,-1.41655441692088,-1.11216848449483,-0.946186266618582,-0.892600762361462,-1.2304928666048,-0.857710198388856,-0.605635242350251,1.18883495610529,2.63991958097998,1.70245001033117,1.48134592308297
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-1.52249294227677,-2,-1.29305547464756,-1.73693242334292,-2,-1.85621523009636,-2,-2,-2,-2
-1.45208783294516,-2,-2,-2,-1.1075727806851,-0.700765426149212,-2,-2,-2,-2,-2,-2
-1.78125508589703,-1.76915651844006,-1.73205879423915,-1.54061668182994,-1.577252228765,-1.28343009715936,-2,-2,-2,-2,-2,-2
3.54463110323444,3.89870676334885,3.64997403636035,3.98226254580184,4.66257487161943,4.95139509585565,-1.92718024644103,-1.69485436039819,-1.8471503788471,-1.91598814413448,-1.95836752914017,-1.82956059768648
-1.80652422014061,-1.21253605730213,-1.55436964867934,-2,-1.35482569708859,-1.60953359713276,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-1.71930220964913,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0.406501529860405,-2
3.0252480878109,2.79356625955709,2.79396948014565,2.14620724622417,2.65267454037607,2.6689168533522,5.94873971133797,5.91304487233634,7.40593103786057,7.00149531380557,5.88753940171595,5.66596449057118
-2,-2,-1.1772034500538,-2,-2,-2,-1.33836021048677,-1.4310755336813,-0.167405725042232,-0.51054395906716,-0.0862735337393404,-0.825810995362931
0.563387966521337,0.765311023533693,1.31493916861593,0.979185114118488,-0.117715821226391,0.0328393785593152,0.0967769326560146,0.33931351396282,0.769622229702719,1.08889072338512,0.28980186414584,0.469633822482799
5.11696276048074,5.10666766176787,5.09770377038038,5.22020049348293,5.07300540671263,4.11229115750701,3.45252004681162,4.20136946374393,4.30884011185201,4.46148461891848,4.30719883207222,4.49375672700503
4.1099048566211,3.55780839329383,3.79397115833452,4.20156504395134,3.80333476591159,4.18841995683603,3.86049014932005,3.53434480438082,3.51153157376569,3.51416950231202,3.97207326744703,3.96298332203042
3.84983573029421,3.92043358119443,3.40919470116377,3.06750359130353,3.57631801395409,3.87240149690698,3.08712443292381,2.29325434069592,2.12106267792015,2.57190162130696,1.92133560445772,2.37430061038602
2.59584810211023,4.20369787715034,5.75108619940681,5.31558289444503,2.34923567365517,2.15562291341025,4.46296128762381,5.338218796054,5.40073447538652,5.6453578924557,6.51868887467275,6.73459907183803
-1.74175785051606,-1.72573245594973,-1.84819758956488,-1.71607292646634,-2,-2,-1.95137618685755,-1.84041302430937,-1.94758413191106,-1.9165456510904,-1.89225722788189,-1.96061365751525
4.07802464581927,4.0308853815958,4.42071540218403,4.71996653260047,5.00741045673453,4.89636901816438,4.46601320471214,4.58037783742619,4.45654447256934,4.59551808307904,2.57177981889594,2.3535307755686
-1.94757268770105,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5.08362212695654,5.41672240667877,5.14281307426435,4.03402415034547,3.75354119533164,3.94491752351866,5.07694981360103,5.43894031118316,5.44841009509735,5.02925255761056,4.04325982597921,4.12527422223068
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5.182748683856,5.25617567750482,4.74106036045403,4.47622527428831,4.74986265734954,4.91010817549058,5.08422597847536,4.2636901133918,3.65323913648644,4.0649593774733,3.01403305619017,3.27635851876906
5.80166460514822,5.95161496527963,5.84976126842887,5.44407269029308,5.3242266199088,4.9404425943253,5.65095700048753,5.55927192105908,4.02823018976996,3.85593262203124,3.61827919916934,3.45371818735727
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-1.14800896419618,-2,-2,-2,-1.12261697283564,-1.51936475317326,-2,-2
0.19634624463371,-1.36842669792685,-1.14834948566718,-1.17968451988887,-1.17232623337329,-1.4316926560362,-0.168768106940144,0.0032774411195817,-0.08766501158448,-1.4131110622562,-1.44004622205389,-1.37763140402417
-2,-0.896964883144423,-1.45210109741834,-2,-2,-1.7164057542057,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1.65949638630662
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
4.54580537050728,4.27842985253478,4.00544861940203,3.89126922824882,3.1954460431999,2.32296107523729,3.84937666850285,4.24244201448221,3.84271614786149,3.53579041042961,3.33098193408844,3.33273099457036
0.496361948691314,0.396360181262813,-0.55577949517556,0.451866748460097,-0.489355482583964,-0.324735777427429,-1.44340992119208,-1.243295628996,-0.0167712467352509,-1.00274459155216,-1.5004077891943,-1.09144190485736
2.84397147031696,2.84283344455911,2.58506821900079,2.44636027222986,2.83505048394176,3.06296361782346,2.15197587378432,1.44457416581368,-0.328186583177338,-0.00319694882466721,-0.0630177086209582,0.254428338664882
5.35721731320799,5.85221130000006,7.14776864929773,6.80068943612015,6.07643223924204,5.69531366195932,4.92989900951089,4.9657909237469,4.36860919921517,4.09922787165361,3.19720398596169,3.27554487682955
3.48919233938229,3.65208240834262,4.06643746132201,4.12620442245877,3.54547141382339,3.62084784647078,3.6354341327251,4.01902023693129,3.26312530098819,2.16295506334277,1.08788821631535,1.85092597486973
2.49032638266117,2.45591102453838,2.5660596994464,2.43858711210429,2.31138317736113,2.10453273163256,2.59755351757129,2.69605965150402,2.51987040475588,1.97667642647608,0.515558617056781,0.854748203743678
-1.76326369502229,-1.53335336116139,-1.82521160553534,-1.7852455912123,-1.40512463780825,-2,-0.695273317592164,-1.12462600974513,-1.44126160432405,-0.263921995100465,-1.11177093553456,-1.20887692859894
6.13321996044518,6.34644648639017,5.73523526189328,6.4518290148052,7.80566127549447,7.54175264339989,5.16249258200086,4.9823431947675,4.17292499334951,4.38416419941686,4.00618900502927,3.90057673416752
0.569828857231534,-2,-2,-2,-2,0.499964661980623,-2,0.766572169590391,1.54409336619814,-2,0.478749539375634,0.632925380544016
3.93704597221827,3.65576513217113,2.93449195702001,2.11276702320713,2.03572763957377,2.1392747281732,3.74542112157042,4.06800116698323,3.93659802573352,3.41803701616124,2.74421275822998,3.05375567553896
4.98467512007117,4.98778005216493,4.79160480397841,3.48924731888775,2.91495799473325,3.55228643203617,5.00216587534772,5.21475425537604,5.38443971909823,5.28888447872174,4.34949643887346,4.32356440459116
2.96358278296261,2.67070069292539,2.67801700902636,2.106036372258,0.706443311062274,0.753185891681168,2.98087239280648,2.90440508653571,2.32332631779996,2.14177212841066,1.49929850325166,1.48276877472741
1.75990761863721,1.79159261530375,1.96862563747384,1.72706380519206,0.23503334740674,-0.485699750462138,5.16315950472188,5.96397044778821,5.84420178323155,6.3120882345611,5.9329794259394,6.43080850031711
-2,-2,-2,-2,-2,-2,-2,-1.78089370178974,-1.44582818242122,-1.44041287007056,-1.33052102660775,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-1.64074027354031,-1.62182845814629,-1.23024916120035,-1.27963803177249,-1.33274261956057,-1.36261532863037,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-1.7718030050766,-2,-2,-2,-2,-2,-2,-2
1.8707567442823,2.67304697806761,2.82281908645084,2.57941040722789,2.38027874538034,2.73787837341956,1.56866907940613,1.34503947425503,0.72074143315042,0.909227342918317,-0.714780321943928,-1.61216998612585
5.96184059306886,5.83293939798331,6.56070502764994,6.4038066292881,6.5500493860501,6.50123821573236,6.57417443278314,6.62593259517634,6.27171949338615,5.95818230821186,5.16717088668661,5.05349275241756
3.16207229486104,2.4798143661677,1.98841271872396,2.34049545871143,2.16584463724112,2.25000839034624,4.65038719763017,4.91576724911483,2.71928696317753,2.77447776410468,2.19466338120844,2.29007828882602
6.88982739369699,6.65842248638102,5.70987857408216,5.66765209227355,5.42715390244061,5.18219459500816,6.47501678411029,6.63254910763429,7.32772574088576,7.08844014610293,5.76224075144477,5.6777569615428
4.8868430154823,4.76971979446895,4.59848798301646,3.64308020245231,3.49691836640121,4.06648392193336,4.49599067595513,4.79029937831693,5.08461357516307,4.93413256083685,4.90825846911883,4.84559410165335
2.96399252938836,3.39677883091258,1.46270088013273,0.427400629102396,0.190528234573503,-0.387863104984029,1.09897350687229,1.32607461731522,-1.00219006272382,-1.0696833492538,-0.198608163820482,-0.214932449174243
8.48595941375821,7.89956345022482,6.79223080010387,6.97535959419768,7.53997770656808,6.61993938308737,5.14204352912973,5.64754005856681,4.3813117694133,4.43837188962314,4.82536687837122,5.16983901700347
5.84702002243964,5.70149538818344,5.50493938151079,5.30027488767284,5.46062302456439,5.25729028822107,4.67461276463819,4.7154277563828,4.84003097216983,4.72917054212485,4.04629817848885,4.17974335394966
4.02927221279199,3.91055272458743,3.83873031591043,3.43605863586568,3.50262671421957,3.58259500951925,4.94265918430098,4.21281105019308,3.07456928650311,3.34346481518307,3.77786598015209,4.00359583028473
4.99927448739119,4.86595518099463,4.65655598195942,4.02619930974466,3.80562746498171,3.63399487503908,3.96456394536978,3.99987116603821,2.07058240067052,1.38616229508383,2.25430618197489,2.44265576121422
2.53156522451931,2.2973470427372,1.2682777069322,1.52397646729501,1.17849669969289,1.75771100253477,3.18980856248451,3.18275962623477,2.61344541068737,1.39323383994432,1.73765407608094,2.34158667299215
2.33003238505687,2.07580787201508,2.19541730395124,2.45626148151833,2.7450233486457,2.73633879218272,2.81821199044261,3.26832953030628,2.50245860956739,2.31930875678015,1.6141304840782,1.81487232976023
1.58310979920332,2.12925740608378,2.52252619905961,2.58915082695788,2.48506376936108,2.93207259505211,3.08837746711181,3.1663741534894,2.48843332629519,2.37793642423932,2.47146927609972,1.95690041772151
6.59772732116966,6.13597894547952,6.65200453324819,6.4262589796529,5.95322365299967,5.96106911856865,7.62647469790962,7.38020493157437,5.85938209728612,5.61170015020526,4.7366775872585,4.36086634048911
-0.358900250898432,-1.4273714796653,-0.768493094787315,-0.508653373964164,-0.385534780924572,-0.486095170529814,0.654324894359293,1.14240665566456,1.98875014185009,0.854880847279859,-1.35762572150749,-1.60056251452121
6.8692697179674,6.64620193741862,6.18210226831178,6.13515042535122,5.93710345358211,5.9172594062057,7.116561505309,7.15937849490065,7.51728358430372,7.05482950448558,6.64989861807994,6.62245768022487
6.88040648636938,6.97456891173346,6.91385583348156,5.9960641737111,5.9314798098598,6.30737399495094,6.13076717831095,6.63186295798088,6.63743119073418,6.66588517271602,6.05245701218017,5.91605803152911
-0.106495422461597,-0.0418154419395213,0.426658365302287,0.0408548579775333,-1.05258154574218,-1.37333556941134,-1.17082911628788,-1.39224980492196,-1.59245731669271,-1.57136023875772,-1.50747099267592,-1.54183902297036
-1.74511709541976,0.11568360505387,-0.3424139083532,-0.471214996853779,-1.55867851373718,-1.53118357312159,-1.87072646994927,-1.38143064623888,-2,-2,-1.76261514760767,-2
5.67115283900646,5.41815172233699,5.29173704365129,5.19663386600675,5.48092222988873,5.33571909797758,3.95515307062729,4.12485694424429,4.52057177778154,4.30203254534387,3.77076946261178,3.84270777682747
-0.840097587100506,-1.21261800041497,-1.74839659928523,-1.31694280858626,-1.42438927355266,-1.27696815953894,-1.76560278357565,-1.9332925237853,-1.87246119764995,-2,-2,-2
