ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
106	130	0	0	0.000000	2.446154	2.446154	0.000000	0.000000	0	0	0
107	130	0	0	0.000000	1.969231	1.969231	0.000000	0.000000	0	0	0
108	130	0	0	0.000000	1.938462	1.938462	0.000000	0.000000	0	0	0
109	130	0	0	0.000000	1.507692	1.507692	0.000000	0.000000	0	0	0
110	212	0	0	0.000000	1.872642	1.872642	0.000000	0.000000	0	0	0
111	130	0	0	0.000000	2.361538	2.361538	0.000000	0.000000	0	0	0
112	177	0	0	0.000000	2.033898	2.033898	0.000000	0.000000	0	0	0
113	130	0	0	0.000000	1.692308	1.692308	0.000000	0.000000	0	0	0
114	130	0	0	0.000000	1.576923	1.576923	0.000000	0.000000	0	0	0
115	130	0	0	0.000000	1.830769	1.669231	0.000000	0.000000	0	0	0
116	220	0	0	0.000000	2.009091	2.009091	0.000000	0.000000	0	0	0
117	195	0	0	0.000000	2.656410	2.656410	0.000000	0.000000	0	0	0
118	130	0	0	0.000000	1.869231	1.869231	0.000000	0.000000	0	0	0
119	118	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
120	387	0	0	0.000000	1.922481	1.922481	0.000000	0.000000	0	0	0
121	116	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
122	130	0	0	0.000000	1.200000	1.200000	0.000000	0.000000	0	0	0
123	335	0	0	0.000000	1.528358	1.528358	0.000000	0.000000	0	0	0
124	252	0	0	0.000000	1.031746	1.031746	0.000000	0.000000	0	0	0
125	165	0	0	0.000000	1.575758	1.575758	0.000000	0.000000	0	0	0
126	130	0	0	0.000000	1.476923	1.476923	0.000000	0.000000	0	0	0
127	75	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
128	213	0	0	0.000000	1.253521	1.253521	0.000000	0.000000	0	0	0
129	71	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
130	130	0	0	0.000000	1.892308	1.892308	0.000000	0.000000	0	0	0
131	193	0	0	0.000000	2.424870	2.424870	0.000000	0.000000	0	0	0
132	130	0	0	0.000000	1.976923	1.976923	0.000000	0.000000	0	0	0
133	52	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
134	179	0	0	0.000000	1.452514	1.452514	0.000000	0.000000	0	0	0
135	130	0	0	0.000000	1.269231	1.269231	0.000000	0.000000	0	0	0
136	251	0	0	0.000000	1.035857	1.035857	0.000000	0.000000	0	0	0
137	236	0	0	0.000000	1.084746	1.084746	0.000000	0.000000	0	0	0
138	130	0	0	0.000000	1.376923	1.376923	0.000000	0.000000	0	0	0
139	128	0	0	0.000000	1.875000	1.875000	0.000000	0.000000	0	0	0
140	482	0	0	0.000000	1.348548	1.348548	0.000000	0.000000	0	0	0
141	130	0	0	0.000000	1.100000	1.100000	0.000000	0.000000	0	0	0
142	211	0	0	0.000000	1.322275	1.322275	0.000000	0.000000	0	0	0
143	88	0	0	0.000000	1.761364	1.761364	0.000000	0.000000	0	0	0
144	130	0	0	0.000000	1.646154	1.646154	0.000000	0.000000	0	0	0
145	244	0	0	0.000000	1.077869	1.077869	0.000000	0.000000	0	0	0
146	182	0	0	0.000000	1.428571	1.428571	0.000000	0.000000	0	0	0
147	112	0	0	0.000000	1.955357	1.955357	0.000000	0.000000	0	0	0
148	62	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
149	130	0	0	0.000000	1.246154	1.246154	0.000000	0.000000	0	0	0
150	325	0	0	0.000000	1.200000	1.200000	0.000000	0.000000	0	0	0
151	234	0	0	0.000000	2.222222	2.222222	0.000000	0.000000	0	0	0
152	206	0	0	0.000000	1.893204	1.791262	0.000000	0.000000	0	0	0
153	113	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
154	130	0	0	0.000000	2.092308	2.092308	0.000000	0.000000	0	0	0
155	130	0	0	0.000000	1.761538	1.761538	0.000000	0.000000	0	0	0
156	202	0	0	0.000000	1.287129	1.287129	0.000000	0.000000	0	0	0
157	242	0	0	0.000000	1.611570	1.611570	0.000000	0.000000	0	0	0
158	112	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
159	130	0	0	0.000000	1.953846	1.953846	0.000000	0.000000	0	0	0
160	142	0	0	0.000000	1.830986	1.683099	0.000000	0.000000	0	0	0
161	213	0	0	0.000000	1.488263	1.488263	0.000000	0.000000	0	0	0
162	130	0	0	0.000000	1.846154	1.846154	0.000000	0.000000	0	0	0
163	130	0	0	0.000000	2.753846	2.753846	0.000000	0.000000	0	0	0
164	228	0	0	0.000000	2.877193	2.877193	0.000000	0.000000	0	0	0
165	392	0	0	0.000000	1.298469	1.298469	0.000000	0.000000	0	0	0
166	194	0	0	0.000000	1.340206	1.340206	0.000000	0.000000	0	0	0
167	130	0	0	0.000000	1.876923	1.715385	0.000000	0.000000	0	0	0
168	130	0	0	0.000000	1.276923	1.276923	0.000000	0.000000	0	0	0
169	152	0	0	0.000000	1.710526	1.710526	0.000000	0.000000	0	0	0
170	334	0	0	0.000000	1.350299	1.350299	0.000000	0.000000	0	0	0
171	130	0	0	0.000000	1.169231	1.169231	0.000000	0.000000	0	0	0
172	130	0	0	0.000000	1.538462	1.538462	0.000000	0.000000	0	0	0
173	163	0	0	0.000000	1.503067	1.503067	0.000000	0.000000	0	0	0
174	130	0	0	0.000000	2.976923	2.976923	0.000000	0.000000	0	0	0
175	219	0	0	0.000000	2.100457	2.004566	0.000000	0.000000	0	0	0
176	155	0	0	0.000000	1.961290	1.961290	0.000000	0.000000	0	0	0
177	130	0	0	0.000000	1.746154	1.746154	0.000000	0.000000	0	0	0
178	130	0	0	0.000000	1.453846	1.453846	0.000000	0.000000	0	0	0
179	166	0	0	0.000000	1.566265	1.566265	0.000000	0.000000	0	0	0
180	284	0	0	0.000000	1.830986	1.830986	0.000000	0.000000	0	0	0
181	119	0	0	0.000000	1.058824	1.058824	0.000000	0.000000	0	0	0
182	130	0	0	0.000000	1.600000	1.600000	0.000000	0.000000	0	0	0
183	244	0	0	0.000000	1.065574	1.065574	0.000000	0.000000	0	0	0
184	58	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
185	222	0	0	0.000000	1.261261	1.261261	0.000000	0.000000	0	0	0
186	250	0	0	0.000000	1.416000	1.416000	0.000000	0.000000	0	0	0
187	154	0	0	0.000000	2.772727	2.636364	0.000000	0.000000	0	0	0
188	57	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
189	145	0	0	0.000000	2.689655	2.689655	0.000000	0.000000	0	0	0
190	106	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
191	130	0	0	0.000000	1.484615	1.484615	0.000000	0.000000	0	0	0
192	130	0	0	0.000000	1.676923	1.515385	0.000000	0.000000	0	0	0
193	129	0	0	0.000000	1.914729	1.914729	0.000000	0.000000	0	0	0
194	130	0	0	0.000000	1.992308	1.992308	0.000000	0.000000	0	0	0
195	120	0	0	0.000000	1.825000	1.825000	0.000000	0.000000	0	0	0
196	86	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
197	178	0	0	0.000000	2.089888	2.089888	0.000000	0.000000	0	0	0
198	241	0	0	0.000000	1.609959	1.609959	0.000000	0.000000	0	0	0
199	130	0	0	0.000000	1.407692	1.407692	0.000000	0.000000	0	0	0
200	71	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
201	130	0	0	0.000000	1.938462	1.938462	0.000000	0.000000	0	0	0
202	130	0	0	0.000000	1.823077	1.661538	0.000000	0.000000	0	0	0
203	130	0	0	0.000000	1.792308	1.792308	0.000000	0.000000	0	0	0
204	349	0	0	0.000000	1.489971	1.489971	0.000000	0.000000	0	0	0
205	381	0	0	0.000000	1.406824	1.406824	0.000000	0.000000	0	0	0
206	198	0	0	0.000000	1.313131	1.207071	0.000000	0.000000	0	0	0
207	310	0	0	0.000000	1.677419	1.677419	0.000000	0.000000	0	0	0
208	184	0	0	0.000000	2.119565	2.005435	0.000000	0.000000	0	0	0
209	217	0	0	0.000000	1.198157	1.198157	0.000000	0.000000	0	0	0
210	130	0	0	0.000000	1.853846	1.692308	0.000000	0.000000	0	0	0
211	260	0	0	0.000000	1.500000	1.500000	0.000000	0.000000	0	0	0
212	130	0	0	0.000000	1.900000	1.738462	0.000000	0.000000	0	0	0
213	179	0	0	0.000000	2.530726	2.530726	0.000000	0.000000	0	0	0
214	130	0	0	0.000000	1.792308	1.792308	0.000000	0.000000	0	0	0
215	131	0	0	0.000000	2.519084	2.519084	0.000000	0.000000	0	0	0
216	134	0	0	0.000000	1.947761	1.947761	0.000000	0.000000	0	0	0
217	165	0	0	0.000000	1.575758	1.575758	0.000000	0.000000	0	0	0
218	203	0	0	0.000000	1.280788	1.280788	0.000000	0.000000	0	0	0
219	191	0	0	0.000000	1.361257	1.361257	0.000000	0.000000	0	0	0
220	44	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
221	130	0	0	0.000000	1.715385	1.715385	0.000000	0.000000	0	0	0
222	124	2	0	0.000000	1.508065	1.508065	0.000000	0.000000	0	0	0
223	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
224	56	0	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
225	74	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
226	49	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
227	130	0	0	0.000000	1.361538	1.361538	0.000000	0.000000	0	0	0
228	130	0	0	0.000000	1.038462	1.038462	0.000000	0.000000	0	0	0
229	122	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
230	129	0	0	0.000000	1.868217	1.868217	0.000000	0.000000	0	0	0
231	130	0	0	0.000000	1.746154	1.746154	0.000000	0.000000	0	0	0
232	93	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
233	130	0	0	0.000000	1.607692	1.607692	0.000000	0.000000	0	0	0
234	130	0	0	0.000000	1.569231	1.569231	0.000000	0.000000	0	0	0
235	130	0	0	0.000000	1.138462	1.138462	0.000000	0.000000	0	0	0
236	253	0	0	0.000000	1.027668	1.027668	0.000000	0.000000	0	0	0
237	164	0	0	0.000000	1.585366	1.457317	0.000000	0.000000	0	0	0
238	235	0	0	0.000000	1.578723	1.578723	0.000000	0.000000	0	0	0
239	374	0	0	0.000000	1.647059	1.590909	0.000000	0.000000	0	0	0
240	130	0	0	0.000000	1.892308	1.892308	0.000000	0.000000	0	0	0
241	130	0	0	0.000000	2.576923	2.576923	0.000000	0.000000	0	0	0
242	130	0	0	0.000000	1.546154	1.546154	0.000000	0.000000	0	0	0
243	130	0	0	0.000000	1.953846	1.792308	0.000000	0.000000	0	0	0
244	78	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
245	314	0	0	0.000000	1.242038	1.242038	0.000000	0.000000	0	0	0
246	130	0	0	0.000000	1.253846	1.253846	0.000000	0.000000	0	0	0
247	130	0	0	0.000000	1.553846	1.553846	0.000000	0.000000	0	0	0
248	240	0	0	0.000000	1.670833	1.583333	0.000000	0.000000	0	0	0
249	130	0	0	0.000000	1.915385	1.915385	0.000000	0.000000	0	0	0
250	49	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
251	257	0	0	0.000000	1.319066	1.319066	0.000000	0.000000	0	0	0
252	130	0	0	0.000000	1.107692	1.107692	0.000000	0.000000	0	0	0
253	128	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
254	130	0	0	0.000000	1.600000	1.600000	0.000000	0.000000	0	0	0
255	268	0	0	0.000000	1.425373	1.425373	0.000000	0.000000	0	0	0
256	130	0	0	0.000000	1.900000	1.584615	0.000000	0.000000	0	0	0
257	244	0	0	0.000000	1.065574	1.065574	0.000000	0.000000	0	0	0
258	130	0	0	0.000000	1.215385	1.215385	0.000000	0.000000	0	0	0
259	130	0	0	0.000000	2.161538	2.161538	0.000000	0.000000	0	0	0
260	130	0	0	0.000000	1.223077	1.223077	0.000000	0.000000	0	0	0
261	130	0	0	0.000000	1.438462	1.438462	0.000000	0.000000	0	0	0
262	130	0	0	0.000000	1.400000	1.400000	0.000000	0.000000	0	0	0
263	130	0	0	0.000000	1.200000	1.200000	0.000000	0.000000	0	0	0
264	162	0	0	0.000000	1.604938	1.604938	0.000000	0.000000	0	0	0
265	156	0	0	0.000000	1.666667	1.666667	0.000000	0.000000	0	0	0
266	234	0	0	0.000000	2.555556	2.555556	0.000000	0.000000	0	0	0
267	247	0	0	0.000000	1.578947	1.493927	0.000000	0.000000	0	0	0
268	101	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
269	250	0	0	0.000000	1.572000	1.572000	0.000000	0.000000	0	0	0
270	249	0	0	0.000000	1.044177	1.044177	0.000000	0.000000	0	0	0
271	130	0	0	0.000000	1.184615	1.184615	0.000000	0.000000	0	0	0
272	130	0	0	0.000000	1.800000	1.800000	0.000000	0.000000	0	0	0
273	256	0	0	0.000000	1.015625	1.015625	0.000000	0.000000	0	0	0
274	99	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
275	203	0	0	0.000000	2.064039	2.064039	0.000000	0.000000	0	0	0
276	170	0	0	0.000000	1.529412	1.529412	0.000000	0.000000	0	0	0
277	201	0	0	0.000000	1.293532	1.293532	0.000000	0.000000	0	0	0
278	130	0	0	0.000000	1.769231	1.769231	0.000000	0.000000	0	0	0
279	140	0	0	0.000000	3.092857	3.092857	0.000000	0.000000	0	0	0
280	130	0	0	0.000000	1.969231	1.969231	0.000000	0.000000	0	0	0
281	130	0	0	0.000000	1.046154	1.046154	0.000000	0.000000	0	0	0
282	182	0	0	0.000000	1.428571	1.313187	0.000000	0.000000	0	0	0
283	130	0	0	0.000000	1.923077	1.923077	0.000000	0.000000	0	0	0
284	224	0	0	0.000000	1.741071	1.741071	0.000000	0.000000	0	0	0
285	277	0	0	0.000000	1.382671	1.382671	0.000000	0.000000	0	0	0
286	130	0	0	0.000000	1.684615	1.523077	0.000000	0.000000	0	0	0
287	208	0	0	0.000000	1.697115	1.697115	0.000000	0.000000	0	0	0
288	130	0	0	0.000000	1.307692	1.307692	0.000000	0.000000	0	0	0
289	94	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
290	130	0	0	0.000000	1.892308	1.892308	0.000000	0.000000	0	0	0
291	130	0	0	0.000000	1.284615	1.284615	0.000000	0.000000	0	0	0
292	164	0	0	0.000000	2.256098	2.256098	0.000000	0.000000	0	0	0
293	137	0	0	0.000000	1.897810	1.897810	0.000000	0.000000	0	0	0
294	77	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
295	206	0	0	0.000000	1.189320	1.189320	0.000000	0.000000	0	0	0
296	182	0	0	0.000000	1.428571	1.428571	0.000000	0.000000	0	0	0
297	191	0	0	0.000000	1.361257	1.361257	0.000000	0.000000	0	0	0
298	130	0	0	0.000000	1.176923	1.176923	0.000000	0.000000	0	0	0
299	78	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
300	186	0	0	0.000000	1.973118	1.973118	0.000000	0.000000	0	0	0
301	130	0	0	0.000000	1.576923	1.576923	0.000000	0.000000	0	0	0
302	130	0	0	0.000000	1.246154	1.246154	0.000000	0.000000	0	0	0
303	66	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
304	130	0	0	0.000000	1.123077	1.123077	0.000000	0.000000	0	0	0
305	248	0	0	0.000000	1.201613	1.201613	0.000000	0.000000	0	0	0
306	197	0	0	0.000000	1.319797	1.319797	0.000000	0.000000	0	0	0
307	130	0	0	0.000000	1.453846	1.453846	0.000000	0.000000	0	0	0
308	243	0	0	0.000000	1.069959	1.069959	0.000000	0.000000	0	0	0
309	130	0	0	0.000000	1.869231	1.869231	0.000000	0.000000	0	0	0
310	77	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
311	286	0	0	0.000000	1.363636	1.363636	0.000000	0.000000	0	0	0
312	242	0	0	0.000000	1.243802	1.243802	0.000000	0.000000	0	0	0
313	130	0	0	0.000000	1.892308	1.892308	0.000000	0.000000	0	0	0
314	146	0	0	0.000000	2.671233	2.671233	0.000000	0.000000	0	0	0
315	130	0	0	0.000000	1.053846	1.053846	0.000000	0.000000	0	0	0
316	130	0	0	0.000000	1.792308	1.792308	0.000000	0.000000	0	0	0
317	175	0	0	0.000000	2.045714	2.045714	0.000000	0.000000	0	0	0
318	130	0	0	0.000000	1.515385	1.353846	0.000000	0.000000	0	0	0
319	243	0	0	0.000000	1.069959	1.069959	0.000000	0.000000	0	0	0
320	130	0	0	0.000000	1.246154	1.246154	0.000000	0.000000	0	0	0
321	130	0	0	0.000000	1.776923	1.776923	0.000000	0.000000	0	0	0
322	85	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
323	130	0	0	0.000000	1.530769	1.530769	0.000000	0.000000	0	0	0
324	71	0	0	0.000000	2.000000	1.704225	0.000000	0.000000	0	0	0
325	187	0	0	0.000000	1.390374	1.278075	0.000000	0.000000	0	0	0
326	130	0	0	0.000000	1.615385	1.615385	0.000000	0.000000	0	0	0
327	130	0	0	0.000000	1.500000	1.500000	0.000000	0.000000	0	0	0
328	243	0	0	0.000000	1.530864	1.530864	0.000000	0.000000	0	0	0
329	76	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
330	130	0	0	0.000000	1.953846	1.792308	0.000000	0.000000	0	0	0
331	100	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
332	130	0	0	0.000000	1.030769	1.030769	0.000000	0.000000	0	0	0
333	182	0	0	0.000000	1.428571	1.428571	0.000000	0.000000	0	0	0
334	221	0	0	0.000000	1.176471	1.176471	0.000000	0.000000	0	0	0
335	130	0	0	0.000000	1.600000	1.600000	0.000000	0.000000	0	0	0
336	338	0	0	0.000000	1.153846	1.153846	0.000000	0.000000	0	0	0
337	314	0	0	0.000000	1.891720	1.891720	0.000000	0.000000	0	0	0
338	130	0	0	0.000000	2.315385	2.153846	0.000000	0.000000	0	0	0
339	130	0	0	0.000000	1.607692	1.607692	0.000000	0.000000	0	0	0
340	131	0	0	0.000000	1.984733	1.984733	0.000000	0.000000	0	0	0
341	250	0	0	0.000000	1.556000	1.556000	0.000000	0.000000	0	0	0
342	51	0	0	0.000000	1.705882	1.705882	0.000000	0.000000	0	0	0
343	130	0	0	0.000000	1.984615	1.984615	0.000000	0.000000	0	0	0
344	130	0	0	0.000000	1.292308	1.292308	0.000000	0.000000	0	0	0
345	130	0	0	0.000000	1.215385	1.215385	0.000000	0.000000	0	0	0
346	84	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
347	236	0	0	0.000000	1.080508	1.080508	0.000000	0.000000	0	0	0
348	130	0	0	0.000000	1.507692	1.507692	0.000000	0.000000	0	0	0
349	233	0	0	0.000000	2.605150	2.605150	0.000000	0.000000	0	0	0
350	162	0	0	0.000000	1.623457	1.623457	0.000000	0.000000	0	0	0
351	130	0	0	0.000000	1.238462	1.238462	0.000000	0.000000	0	0	0
352	52	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
353	163	0	0	0.000000	1.938650	1.809816	0.000000	0.000000	0	0	0
354	125	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
